X,Y,N�,DREN,CODE ETA,ETABLISSEM,COMMUNE,QUARTIER,LATITUDE,LONGITUDE,NATURE ETA,EFFECTIF T,field_11,field_12,field_13,icon_url
-4.0808,5.3429,"206",ABIDJAN 3,"190170",COLLEGE PENITHOLONY YOPOUGON Atti�,YOPOUGON,YOPOUGON ATTIE,5.342900000000000,-4.080800000000000,GENERALE,,,,,./0.png
-4.1063,5.3501,"207",ABIDJAN 3,"190223",COLLEGE PIERRE LE GRAND YOPOUGON,YOPOUGON,ANANERAIE,5.350100000000000,-4.106300000000000,GENERALE,,,,,./0.png
0,0,"208",ABIDJAN 3,"54653",COLLEGE PRIVE DJABAR DE YOPOUGON MICAO,YOPOUGON,,,,GENERALE,,,,,./0.png
0,0,"209",ABIDJAN 3,"54654",COLLEGE PRIVE DJIBI 2 D'ANGUEDEDOU,SONGON,,,,GENERALE,,,,,./0.png
-4.0632,5.3189,"210",ABIDJAN 3,"41610",COLLEGE PRIVE DORIAN 2 / YOPOUGON Z.I,YOPOUGON,YOPOUGON KOUTE,5.318900000000000,-4.063200000000000,GENERALE,,,,,./0.png
0,0,"211",ABIDJAN 3,"54655",COLLEGE PRIVE GLORIS 2 DE YOPOUGON TOITS ROUGES,YOPOUGON,YOPOUGON TOITS ROUGES,,,GENERALE,,,,,./0.png
0,0,"212",ABIDJAN 3,"57946",COLLEGE PRIVE GNAN MINLE SOUAH DE SONGON,SONGON,,,,GENERALE,,,,,./0.png
-4.2542,5.3247,"213",ABIDJAN 3,"41611",COLLEGE PRIVE JULES ET MARCELLE / SONGON,SONGON,SONGON-AGBAN,5.324700000000000,-4.254200000000000,GENERALE,,,,,./0.png
0,0,"214",ABIDJAN 3,"39701",COLLEGE PRIVE LAETITIA / YOPOUGON,YOPOUGON,,,,GENERALE,,,,,./0.png
0,0,"215",ABIDJAN 3,"49586",COLLEGE PRIVE LA ROSE DE YOPOUGON,YOPOUGON,,,,GENERALE,,,,,./0.png
-4.0955,5.3411,"216",ABIDJAN 3,"12118",COLLEGE PRIVE L'ECLOSION 2,YOPOUGON,YOPOUGON ANANERAIE,5.341100000000000,-4.095500000000000,GENERALE,,,,,./0.png
-4.1094,5.3149,"217",ABIDJAN 3,"49587",COLLEGE PRIVE LES GRAINES DE LA REUSSITE DE YOPOUGON,YOPOUGON,"NIANGON SUD, ACADEMIE",5.314900000000000,-4.109400000000000,GENERALE,,,,,./0.png
-4.0734,5.3718,"218",ABIDJAN 3,"190271",COLLEGE PRIVE MOTHES YOPOUGON Andokoi,YOPOUGON,YOPOUGON Andokoi,5.371800000000000,-4.073400000000000,GENERALE,,,,,./0.png
-4.0917,5.3567,"219",ABIDJAN 3,"33113",COLLEGE PRIVE NATHAN Yopougon,YOPOUGON,ANANERAIE,5.356700000000000,-4.091700000000000,GENERALE,,,,,./0.png
-4.0616,5.3311,"220",ABIDJAN 3,"41612",COLLEGE PRIVE OBETON SONA 2 YOPOUGON,YOPOUGON,TOIT ROUGE SAMPEURS POMPIERS,5.331100000000000,-4.061600000000000,GENERALE,,,,,./0.png
-4.1141,5.3456,"221",ABIDJAN 3,"54657",COLLEGE PRIVE RAMAT DE YOPOUGON,YOPOUGON,"CIMETIERE, ROUTE DABOU",5.345600000000000,-4.114100000000000,GENERALE,,,,,./0.png
-4.0899,5.3177,"222",ABIDJAN 3,"57949",COLLEGE PRIVE SAMBA KONE,YOPOUGON,NIANGON SUD,5.317700000000000,-4.089900000000000,GENERALE,,,,,./0.png
0,0,"223",ABIDJAN 3,"33114",COLLEGE PRIVE SHARMA Att�coub�,ATTECOUBE,,,,GENERALE,,,,,./0.png
0,0,"224",ABIDJAN 3,"49704",COLLEGE PRIVE SIATA DE YOPOUGON,YOPOUGON,,,,GENERALE,,,,,./0.png
0,0,"225",ABIDJAN 3,"54658",COLLEGE PRIVE YVEPHILIPPE DE YOPOUGON CITE ADO,YOPOUGON,,,,GENERALE,,,,,./0.png
-4.0971,5.3411,"226",ABIDJAN 3,"289",COLLEGE RODIN YOPOUGON,YOPOUGON,ANANERAIE,5.341100000000000,-4.097100000000000,GENERALE,,,,,./0.png
-4.091,5.3569,"227",ABIDJAN 3,"190232",COLLEGE SABA ET FILS Yopougon,YOPOUGON,ANANERAIE CHU DE YOPOUGON,5.356900000000000,-4.091000000000000,GENERALE,,,,,./0.png
-4.0913,5.3271,"228",ABIDJAN 3,"9512",LYCEE SAGUIDIBA YOPOUGON,YOPOUGON,NIANGON SUD,5.327100000000000,-4.091300000000000,GENERALE,,,,,./0.png
-4.0557,5.3234,"229",ABIDJAN 3,"190340",COLLEGE SAINT AUGUSTIN YOPOUGON Koweit,YOPOUGON,YOPOUGON Koweit,5.323400000000000,-4.055700000000000,GENERALE,,,,,./0.png
-4.0818,5.3429,"230",ABIDJAN 3,"13057",COLLEGE SAINT BRICE  YOPOUGON,YOPOUGON,YOPOUGON ATTIE,5.342900000000000,-4.081800000000000,GENERALE,,,,,./0.png
-4.1022,5.3231,"231",ABIDJAN 3,"190182",COLLEGE SAINT CHALMEL Yopougon,YOPOUGON,NIANGON SUD,5.323100000000000,-4.102200000000000,GENERALE,,,,,./0.png
-4.0969,5.3178,"232",ABIDJAN 3,"190034",COLLEGE SAINT EMMANUEL YOPOUGON NIANGON,YOPOUGON,NIANGON SUD A DROITE,5.317800000000000,-4.096900000000000,GENERALE,,,,,./0.png
0,0,"233",ABIDJAN 3,"190301",COLLEGE SAINT FRANCOIS 1 YOPOUGON,YOPOUGON,PETIT TOIT ROUGE CAMP MILLITAIRE,,,GENERALE,,,,,./0.png
-4.0651,5.325,"234",ABIDJAN 3,"295",COLLEGE SAINT FRANCOIS 2 YOPOUGON,YOPOUGON,YOPOUGON KOUTE,5.325000000000000,-4.065100000000000,GENERALE,,,,,./0.png
-4.1094,5.3302,"235",ABIDJAN 3,"12116",COLLEGE SEBACO YOPOUGON,YOPOUGON,"NIANGON SUD, TERMINUS 44",5.330200000000000,-4.109400000000000,GENERALE,,,,,./0.png
-4.0494,5.326,"236",ABIDJAN 3,"309",COLLEGE SEGBE YOPOUGON,YOPOUGON,"BANCO NORD, TOIT ROUGE",5.326000000000000,-4.049400000000000,GENERALE,,,,,./0.png
-4.0506,5.3534,"237",ABIDJAN 3,"310",COLLEGE SEPI YOPOUGON,YOPOUGON,WASSAKARA,5.353400000000000,-4.050600000000000,GENERALE,,,,,./0.png
-4.0629,5.3246,"238",ABIDJAN 3,"10653",COLLEGE SINGA YOPOUGON Camp Militaire,YOPOUGON,Camp Militaire,5.324600000000000,-4.062900000000000,GENERALE,,,,,./0.png
0,0,"239",ABIDJAN 3,"190220",COLLEGE SOEUR MARIE YOPOUGON,YOPOUGON,,,,GENERALE,,,,,./0.png
-4.0616,5.3311,"240",ABIDJAN 3,"190229",COLLEGE SONA YOPOUGON Sapeur Pompier,YOPOUGON,Sapeur Pompier,5.331100000000000,-4.061600000000000,GENERALE,,,,,./0.png
-4.0438,5.3231,"241",ABIDJAN 3,"12256",COLLEGE TCHIOULY YOPOUGON ABOBO-DOUME JERUSALEM,YOPOUGON,YOPOUGON ABOBO-DOUME,5.323100000000000,-4.043800000000000,GENERALE,,,,,./0.png
0,0,"242",ABIDJAN 3,"190296",COLLEGE VICTOR LOBA DJOKOUEHI DE YOPOUGON,YOPOUGON,,,,GENERALE,,,,,./0.png
0,0,"243",ABIDJAN 3,"317",COLLEGE VICTOR SCHOELCHER YOPOUGON,YOPOUGON,,,,GENERALE,,,,,./0.png
-4.1107,5.3217,"244",ABIDJAN 3,"11407",COLLEGE VINCENT LE LEADER YOPOUGON,YOPOUGON,YOPOUGOJN ACADEMIE,5.321700000000000,-4.110700000000000,GENERALE,,,,,./0.png
0,0,"245",ABIDJAN 3,"190173",COLLEGE WALI YOPOUGON Gare Sable,YOPOUGON,,,,GENERALE,,,,,./0.png
-4.0726,5.3442,"246",ABIDJAN 3,"319",COLLEGE WILLIAM PONTY,YOPOUGON,SELMER   YOPOUGON,5.344200000000000,-4.072600000000000,GENERALE,,,,,./0.png
0,0,"247",ABIDJAN 3,"41613",COLLEGE YADA CLEMENT 2 / YOPOUGON,YOPOUGON,,,,GENERALE,,,,,./0.png
0,0,"248",ABIDJAN 3,"10433",COLLEGE YADA CLEMENT (EX: I. E. G. E. P. ) YOPOUGON,YOPOUGON,,,,GENERALE,,,,,./0.png
-4.0808,5.3208,"249",ABIDJAN 3,"344",COMPLEXE SCOLAIRE  I.G.E.S. YOPOUGON,YOPOUGON,YOPOUGON KOUTE,5.320800000000000,-4.080800000000000,GENERALE,,,,,./0.png
0,0,"250",ABIDJAN 3,"190177",COURS SEC. GL LES CULTIVES YOPOUGON Wassakara,YOPOUGON,,,,GENERALE,,,,,./0.png
-4.0592,5.3425,"251",ABIDJAN 3,"21314",COURS SECONDAIRE LA BONNE SEMENCE TAGO Yopougon,YOPOUGON,YOPOUGON COMPLEXE,5.342500000000000,-4.059200000000000,GENERALE,,,,,./0.png
-4.1002,5.3534,"252",ABIDJAN 3,"10991",EESGTP LA SORBONNE YOPOUGON ANANERAIE,YOPOUGON,YOPOUGON ANANERAIE,5.353400000000000,-4.100200000000000,GENERALE,,,,,./0.png
-4.0887,5.3176,"253",ABIDJAN 3,"190178",ETS PRIVES GLORIS YOPOUGON Niangon,YOPOUGON,NIANGON SUD,5.317600000000000,-4.088700000000000,GENERALE,,,,,./0.png
0,0,"254",ABIDJAN 3,"190225",GROUPE ASK YOPOUGON CHU,YOPOUGON,,,,GENERALE,,,,,./0.png
0,0,"255",ABIDJAN 3,"35144",GROUPE ECOLES SANGBAN Yopougon Wassakara,YOPOUGON,,,,GENERALE,,,,,./0.png
0,0,"256",ABIDJAN 3,"190042",GROUPE ITSAT YOPOUGON,YOPOUGON,,,,GENERALE,,,,,./0.png
0,0,"257",ABIDJAN 3,"35146",GROUPE SCOLAIRE ACADEMIE DES LAGUNES,YOPOUGON,,,,GENERALE,,,,,./0.png
-4.1357,5.3371,"258",ABIDJAN 3,"33147",GROUPE SCOLAIRE AGNONKOU Yopougon,YOPOUGON,ADIOPODOUME,5.337100000000000,-4.135700000000000,GENERALE,,,,,./0.png
-4.0641,5.3335,"259",ABIDJAN 3,"21315",GROUPE SCOLAIRE AKOUNDA Yopougon,YOPOUGON,ASSONVON,5.333500000000000,-4.064100000000000,GENERALE,,,,,./0.png
-4.0944,5.3212,"260",ABIDJAN 3,"10972",GROUPE SCOLAIRE AMICHIA PAUL YOP. NIANGON,YOPOUGON,NIANGON SUD,5.321200000000000,-4.094400000000000,GENERALE,,,,,./0.png
-4.0989,5.3631,"261",ABIDJAN 3,"190041",GROUPE SCOLAIRE ANDRE LATRILLE Yopougon,YOPOUGON,GESCO ROUTE DABOU,5.363100000000000,-4.098900000000000,GENERALE,,,,,./0.png
-4.0948,5.3435,"262",ABIDJAN 3,"190191",GROUPE SCOLAIRE AYEWA YOPOUGON  (Ex GS La Fayette),YOPOUGON,ANANERAIE,5.343500000000000,-4.094800000000000,GENERALE,,,,,./0.png
-4.1055,5.3541,"263",ABIDJAN 3,"190234",GROUPE SCOLAIRE BADIANA YOPOUGON Selmer,YOPOUGON,CITE SODECI ROUTE DABOU,5.354100000000000,-4.105500000000000,GENERALE,,,,,./0.png
0,0,"264",ABIDJAN 3,"33179",GROUPE SCOLAIRE CHA HELENE Yopougon Gesco,YOPOUGON,Yopougon Gesco,,,GENERALE,,,,,./0.png
-4.1017,5.3321,"265",ABIDJAN 3,"190300",GROUPE SCOLAIRE FATYMA 2 YOPOUGON Maroc,YOPOUGON,YPOUGON MAROC,5.332100000000000,-4.101700000000000,GENERALE,,,,,./0.png
-4.0903,5.336,"266",ABIDJAN 3,"190035",GROUPE SCOLAIRE GBAEGUI Yopougon,YOPOUGON,NIANGON,5.336000000000000,-4.090300000000000,GENERALE,,,,,./0.png
-4.0963,5.3118,"267",ABIDJAN 3,"35161",GROUPE SCOLAIRE GERMINAL Yopougon,YOPOUGON,NIANGON SUD,5.311800000000000,-4.096300000000000,GENERALE,,,,,./0.png
0,0,"268",ABIDJAN 3,"33162",GROUPE SCOLAIRE GNAKAN Yopougon,YOPOUGON,,,,GENERALE,,,,,./0.png
-4.1015,5.3717,"269",ABIDJAN 3,"33164",GROUPE SCOLAIRE IGON Yopougon,YOPOUGON,YOPOUGON GESCO,5.371700000000000,-4.101500000000000,GENERALE,,,,,./0.png
0,0,"270",ABIDJAN 3,"190037",GROUPE SCOLAIRE INTERNATIONAL DE L'AMITIE YOPOUGON,YOPOUGON,,,,GENERALE,,,,,./0.png
-4.0936,5.336,"271",ABIDJAN 3,"13058",GROUPE SCOLAIRE IVOIRE BLEY BONIFACE Yopougon,YOPOUGON,YOPOUGON MAROC,5.336000000000000,-4.093600000000000,GENERALE,,,,,./0.png
-4.0872,5.3331,"272",ABIDJAN 3,"190613",GROUPE SCOLAIRE KWAGNISS MAVRO,YOPOUGON,YOPOUGON Base Cie,5.333100000000000,-4.087200000000000,GENERALE,,,,,./0.png
-4.0453,5.3088,"273",ABIDJAN 3,"11153",GROUPE SCOLAIRE LAMA FOFANA Yopougon,YOPOUGON,YOPOUGON ATTECOUBE,5.308800000000000,-4.045300000000000,GENERALE,,,,,./0.png
-4.1074,5.3339,"274",ABIDJAN 3,"33166",GROUPE SCOLAIRE LA PRAIRIE Yopougon Niangon,YOPOUGON,YOPOUGON NIANGON,5.333900000000000,-4.107400000000000,GENERALE,,,,,./0.png
-4.0778,5.345,"275",ABIDJAN 3,"10649",GROUPE SCOLAIRE LA VICTOIRE 2 Yopougon,YOPOUGON,YOPOUGON ATTIE,5.345000000000000,-4.077800000000000,GENERALE,,,,,./0.png
0,0,"276",ABIDJAN 3,"190167",GROUPE SCOLAIRE LA VICTOIRE YOPOUGON Banco 2,YOPOUGON,,,,GENERALE,,,,,./0.png
0,0,"277",ABIDJAN 3,"21316",GROUPE SCOLAIRE LE FELIN Yopougon,YOPOUGON,,,,GENERALE,,,,,./0.png
0,0,"278",ABIDJAN 3,"54659",GROUPE SCOLAIRE LE KRAZAN DE YOPOUGON SELMER,YOPOUGON SELMER,,,,GENERALE,,,,,./0.png
-4.0533,5.331,"279",ABIDJAN 3,"334",GROUPE SCOLAIRE LES ANGES DES TOITS ROUGES YOPOUGON,YOPOUGON,YOPOUGON TOITS ROUGES,5.331000000000000,-4.053300000000000,GENERALE,,,,,./0.png
-4.0454,5.3219,"280",ABIDJAN 3,"13054",GROUPE SCOLAIRE LE SAVANT 1 YOPOUGON,YOPOUGON,YOPOUGON KOWEIT,5.321900000000000,-4.045400000000000,GENERALE,,,,,./0.png
-4.0784,5.3148,"281",ABIDJAN 3,"190046",GROUPE SCOLAIRE LE SAVANT 2 YOPOUGON,YOPOUGON,YOPOUGON KOUTE,5.314800000000000,-4.078400000000000,GENERALE,,,,,./0.png
0,0,"282",ABIDJAN 3,"35173",GROUPE SCOLAIRE LES PETITS GENIES DU MILLENAIRE,YOPOUGON,,,,GENERALE,,,,,./0.png
-4.0539,5.3225,"283",ABIDJAN 3,"10734",GROUPE SCOLAIRE LES PETITS SOLEILS  YOPOUGON,YOPOUGON,YOPOUGON KOWEIT,5.322500000000000,-4.053900000000000,GENERALE,,,,,./0.png
-4.0936,5.3706,"284",ABIDJAN 3,"13049",GROUPE SCOLAIRE LES SAINTS ANGES  YOPOUGON,YOPOUGON,YOPOUGON GESCO ZONE INDUTRIELLE,5.370600000000000,-4.093600000000000,GENERALE,,,,,./0.png
-4.1126,5.3283,"285",ABIDJAN 3,"190617",GROUPE SCOLAIRE LOUIS LAGRANGE,YOPOUGON,YOPOUGON CITE VERTE,5.328300000000000,-4.112600000000000,GENERALE,,,,,./0.png
0,0,"286",ABIDJAN 3,"190227",GROUPE SCOLAIRE MODERNE SANOGO ALMAMY YOPOUGON Andokoi,YOPOUGON,,,,GENERALE,,,,,./0.png
-4.0679,5.3445,"287",ABIDJAN 3,"335",GROUPE SCOLAIRE NEWTON YOPOUGON,YOPOUGON,YOPOUGON SELMER,5.344500000000000,-4.067900000000000,GENERALE,,,,,./0.png
-4.1123,5.3206,"288",ABIDJAN 3,"35176",GROUPE SCOLAIRE NIPPON Yopougon,YOPOUGON,YOPOUGON ACADEMIE,5.320600000000000,-4.112300000000000,GENERALE,,,,,./0.png
0,0,"289",ABIDJAN 3,"190236",GROUPE SCOLAIRE SAINT CYR ABOBO DOUME,YOPOUGON,,,,GENERALE,,,,,./0.png
-4.0685,5.334,"290",ABIDJAN 3,"190181",GROUPE SCOLAIRE SAINTE ADJOUA FADETTE,YOPOUGON,"BANCO NORD, ASSONVON",5.334000000000000,-4.068500000000000,GENERALE,,,,,./0.png
-4.0166,5.3501,"291",ABIDJAN 3,"11080",GROUPE SCOLAIRE SAINTE RUTH YOPOUGON,YOPOUGON,"BANCO NORD, MILLIONNAIRE",5.350100000000000,-4.016600000000000,GENERALE,,,,,./0.png
-4.0584,5.3464,"292",ABIDJAN 3,"298",GROUPE SCOLAIRE SAINT LOUIS YOPOUGON,YOPOUGON,"BANCO NORD, RUE PRINCESSE",5.346400000000000,-4.058400000000000,GENERALE,,,,,./0.png
-4.102,5.3291,"293",ABIDJAN 3,"33178",GROUPE SCOLAIRE SYLLA L'EXCELLENCE Yopougon,YOPOUGON,NIANGON NORD,5.329100000000000,-4.102000000000000,GENERALE,,,,,./0.png
-4.054,5.3191,"294",ABIDJAN 3,"10636",GROUPE SCOLAIRE VATICAN 2 YOPOUGON,YOPOUGON,YOPOUGON KOWEIT,5.319100000000000,-4.054000000000000,GENERALE,,,,,./0.png
-4.1021,5.3447,"295",ABIDJAN 3,"21376",INSTITUT INTERNATIONAL ADJELEBA,YOPOUGON,Yopougon Maroc,5.344700000000000,-4.102100000000000,GENERALE,,,,,./0.png
-4.1011,5.3562,"296",ABIDJAN 3,"10432",INSTITUT LKM,YOPOUGON,YOPOUGON ANANERAIE,5.356200000000000,-4.101100000000000,GENERALE,,,,,./0.png
-4.0451,5.3287,"297",ABIDJAN 3,"190297",INSTITUT SAINT SILVER,YOPOUGON,YOPOUGON LOCODJORO,5.328700000000000,-4.045100000000000,GENERALE,,,,,./0.png
-4.0883,5.3406,"298",ABIDJAN 3,"190172",INSTITUT SCOLAIRE SAINT CYRILLE YOPOUGON,YOPOUGON,ANANERAIE,5.340600000000000,-4.088300000000000,GENERALE,,,,,./0.png
0,0,"299",ABIDJAN 3,"190231",INSTITUT SCOLAIRE VASSOUMA,YOPOUGON,YOPOUGON CITE CIE,,,GENERALE,,,,,./0.png
-4.1023,5.3387,"300",ABIDJAN 3,"301",ISGT SAINT PIERRE MARIE YOPOUGON,YOPOUGON,ANANERAIE,5.338700000000000,-4.102300000000000,GENERALE,,,,,./0.png
0,0,"301",ABIDJAN 3,"190299",COLLEGE CATHOLIQUE JOSEPH GARNIER ATTINGUIE,ATTINGUIE,,,,GENERALE,,,,,./0.png
-4.1526,5.3316,"302",ABIDJAN 3,"279",COLLEGE NOTRE DAME DE LA PAIX ABADJIN-KOUTE,YOPOUGON,ABADJIN-KOUTE,5.331600000000000,-4.152600000000000,GENERALE,,,,,./0.png
-4.0627,5.3131,"303",ABIDJAN 3,"324",COURS SECONDAIRE CATHOLIQUE,YOPOUGON,YOPOUGON KOUTE,5.313100000000000,-4.062700000000000,GENERALE,,,,,./0.png
-4.0668,5.3274,"304",ABIDJAN 3,"10434",COURS SECONDAIRE METHODISTE YOPOUGON KOUT�,YOPOUGON,YOPOUGON KOUTE,5.327400000000000,-4.066800000000000,GENERALE,,,,,./0.png
-4.0979,5.3231,"305",ABIDJAN 3,"11177",COURS SECONDAIRE METHODISTE YOPOUGON NIANGON,YOPOUGON,NIANGON SUD,5.323100000000000,-4.097900000000000,GENERALE,,,,,./0.png
-4.1005,5.3673,"306",ABIDJAN 3,"190632",GROUPE SCOLAIRE AKANJI YOPOUGON,YOPOUGON,YOPOUGON GESCO,5.367300000000000,-4.100500000000000,GENERALE,,,,,./0.png
-4.0297,5.4542,"307",ABIDJAN 4,"190280",ACADEMIE DES PROFESSIONNELS DE L'EDUCATION ABOBO AGNISSANKOI,ABOBO,ABOBO AGNISSANKOI,5.454200000000000,-4.029700000000000,GENERALE,,,,,./0.png
-3.9988,5.4167,"308",ABIDJAN 4,"210",COLLEGE ADAMA SANOGO ABOBO,ABOBO,ABOBO BAOULE,5.416700000000000,-3.998800000000000,GENERALE,,,,,./0.png
-4.025,5.4263,"309",ABIDJAN 4,"21319",COLLEGE AHIMSA Abobo,ABOBO,SAGBE NORD,5.426300000000000,-4.025000000000000,GENERALE,,,,,./0.png
-4.0139,5.4091,"310",ABIDJAN 4,"216",COLLEGE ANADOR ABOBO,ABOBO,ABOBO ANADOR,5.409100000000000,-4.013900000000000,GENERALE,,,,,./0.png
-4.0155,5.4491,"311",ABIDJAN 4,"33182",COLLEGE ANDRE DES PRES Abobo Ak�ikoi,ABOBO,ABOBO AKEIKOI,5.449100000000000,-4.015500000000000,GENERALE,,,,,./0.png
-4.0267,5.4412,"312",ABIDJAN 4,"35202",COLLEGE AOF Abobo Avocatier,ABOBO,ABOBO AKEIKOI,5.441200000000000,-4.026700000000000,GENERALE,,,,,./0.png
-4.0519,5.4982,"313",ABIDJAN 4,"10980",COLLEGE ATLAS Anyama,ANYAMA,GRANDE MOSQUEE,5.498200000000000,-4.051900000000000,GENERALE,,,,,./0.png
0,0,"314",ABIDJAN 4,"33184",COLLEGE BETSALEEL Anyama,ANYAMA,,,,GENERALE,,,,,./0.png
0,0,"315",ABIDJAN 4,"190018",COLLEGE BOCABO ET ASSOCIES Abobo,ABOBO,,,,GENERALE,,,,,./0.png
-4.02,5.4427,"316",ABIDJAN 4,"190106",COLLEGE CARINE ABOBO,ABOBO,SOGEFHIA,5.442700000000000,-4.020000000000000,GENERALE,,,,,./0.png
-4.0084,5.4424,"317",ABIDJAN 4,"229",COLLEGE COFFI GADEAU ABOBO,ABOBO,SOGEFHIA,5.442400000000000,-4.008400000000000,GENERALE,,,,,./0.png
0,0,"318",ABIDJAN 4,"11401",COLLEGE COULIBALY SANDENI ABOBO ANOKOI-EXTENSION,ABOBO,,,,GENERALE,,,,,./0.png
-4.0512,5.4783,"319",ABIDJAN 4,"230",COLLEGE DENGUELE Anyama,ANYAMA,CENTRE DES IMPOTS,5.478300000000000,-4.051200000000000,GENERALE,,,,,./0.png
-4.0086,5.4558,"320",ABIDJAN 4,"33189",COLLEGE DES UNIS Abobo Ak�ikoi,ABOBO,ABOBO AKEIKOI,5.455800000000000,-4.008600000000000,GENERALE,,,,,./0.png
0,0,"321",ABIDJAN 4,"232",COLLEGE DIDEROT ABOBO,ABOBO,,,,GENERALE,,,,,./0.png
-4.0518,5.4488,"322",ABIDJAN 4,"233",COLLEGE DJESSOU ABOBO,ABOBO,PK 18 AGOUETO,5.448800000000000,-4.051800000000000,GENERALE,,,,,./0.png
0,0,"323",ABIDJAN 4,"190643",COLLEGE DOUMBIA ADAMA ADAM'S ANYAMA RESIDENTIEL,ANYAMA,,,,GENERALE,,,,,./0.png
-4.0263,5.4551,"324",ABIDJAN 4,"41615",COLLEGE DOYEN LAMINE FADIGA / ABOBO,ABOBO,AKEIKOI,5.455100000000000,-4.026300000000000,GENERALE,,,,,./0.png
-4.011,5.4505,"325",ABIDJAN 4,"33191",COLLEGE EDUCATION-PAIX-DEVELOPPEMENT Abobo,ABOBO,AKEIKOI,5.450500000000000,-4.011000000000000,GENERALE,,,,,./0.png
-4.0113,5.4432,"326",ABIDJAN 4,"190290",COLLEGE EL ITRATOU TAHIRA ABOBO,ABOBO,SOGEFHIA,5.443200000000000,-4.011300000000000,GENERALE,,,,,./0.png
0,0,"327",ABIDJAN 4,"25017",COLLEGE EL ITRATOU TAHIRA / ANYAMA,ANYAMA,,,,GENERALE,,,,,./0.png
0,0,"328",ABIDJAN 4,"190275",COLLEGE EMMANUEL KANT ABOBO PK 18,ABOBO,,,,GENERALE,,,,,./0.png
0,0,"329",ABIDJAN 4,"41616",COLLEGE EULALIE BLAH 2 / ABOBO,ABOBO,,,,GENERALE,,,,,./0.png
-4.0029,5.42,"330",ABIDJAN 4,"12204",COLLEGE EULALIE BLAH  ABOBO  CLOUETCHA,ABOBO,SAMAKE,5.420000000000000,-4.002900000000000,GENERALE,,,,,./0.png
0,0,"331",ABIDJAN 4,"58195",COLLEGE FOUSSENI KONE ( CFK),PK18 QUARTIER RESIDENTIEL,,,,GENERALE,,,,,./0.png
-4.0619,5.4974,"332",ABIDJAN 4,"234",COLLEGE GAOUSSOU TOURE ANYAMA,ANYAMA,CHAPEL SAINT MICHEL,5.497400000000000,-4.061900000000000,GENERALE,,,,,./0.png
-4.0201,5.4127,"334",ABIDJAN 4,"11048",COLLEGE HAROUN TAZIEFF ABOBO,ABOBO,BANCO,5.412700000000000,-4.020100000000000,GENERALE,,,,,./0.png
0,0,"335",ABIDJAN 4,"190291",COLLEGE HERMANN ABOBO Avocatier,ABOBO,,,,GENERALE,,,,,./0.png
-4.0048,5.4097,"336",ABIDJAN 4,"190025",COLLEGE IRIS 1 ABOBO KENNEDY,ABOBO,"ABOBO TE, KENNEDY",5.409700000000000,-4.004800000000000,GENERALE,,,,,./0.png
-4.0261,5.4332,"337",ABIDJAN 4,"7666",COLLEGE IRIS 2 ABOBO AVOCATIER,ABOBO,ABOBO AVOCATIER,5.433200000000000,-4.026100000000000,GENERALE,,,,,./0.png
-4.0014,5.434,"338",ABIDJAN 4,"235",COLLEGE I.T.E.S ABOBO,ABOBO,ABOBO TE,5.434000000000000,-4.001400000000000,GENERALE,,,,,./0.png
0,0,"339",ABIDJAN 4,"190281",COLLEGE KOUASSI HAUDY MARCEL ANYAMA,ANYAMA,,,,GENERALE,,,,,./0.png
-4.0055,5.4074,"340",ABIDJAN 4,"11402",COLLEGE LA BELLE �TOILE ABOBOT�-EXTENSION,ABOBO,ABOBOT�-EXTENSION,5.407400000000000,-4.005500000000000,GENERALE,,,,,./0.png
-4.0164,5.4459,"341",ABIDJAN 4,"190638",COLLEGE LAPLACE ABOBO AKEIKOI,ABOBO,ABOBO AKEIKOI,5.445900000000000,-4.016400000000000,GENERALE,,,,,./0.png
0,0,"342",ABIDJAN 4,"41617",COLLEGE LA REGINA / ANYAMA-ADJAME,ANYAMA,,,,GENERALE,,,,,./0.png
-4.0317,5.4336,"343",ABIDJAN 4,"54660",COLLEGE LE COLOMBIER D'ABOBO,ABOBO,SAGBE NORD,5.433600000000000,-4.031700000000000,GENERALE,,,,,./0.png
-4.0119,5.4559,"344",ABIDJAN 4,"247",COLLEGE LE DESTIN ABOBO,ABOBO,AKEIKOI,5.455900000000000,-4.011900000000000,GENERALE,,,,,./0.png
-4.0365,5.4328,"345",ABIDJAN 4,"248",COLLEGE LE MAHOU ABOBO,ABOBO,SAGBE NORD,5.432800000000000,-4.036500000000000,GENERALE,,,,,./0.png
-4.0102,5.3962,"346",ABIDJAN 4,"33196",COLLEGE LE PANORAMA Abobo,ABOBO,ABOBO SUD,5.396200000000000,-4.010200000000000,GENERALE,,,,,./0.png
-4.0297,5.4141,"347",ABIDJAN 4,"192046",COLLEGE LE PARFAIT Abobo sagb�,ABOBO,SAGBE SUD,5.414100000000000,-4.029700000000000,GENERALE,,,,,./0.png
-4.0334,5.4177,"348",ABIDJAN 4,"250",COLLEGE LE PETIT CHAMPION ABOBO,ABOBO,SAGBE SUD,5.417700000000000,-4.033400000000000,GENERALE,,,,,./0.png
-4.0284,5.4434,"349",ABIDJAN 4,"190268",COLLEGE LE ROSIER ABOBO AGNISSANKOI,ABOBO,"AVOCATIER, CARREFOUR NIAMKEY",5.443400000000000,-4.028400000000000,GENERALE,,,,,./0.png
